"ProbeName"	"WT_Cy5_label"	"Rspo.KI_Cy5_label"	"Rspo.KI_Cy3_label"	"WT_Cy3_label"	"GeneSymbol"
"A_51_P250477"	3.44960686665952	3.22081790419741	3.38669315375108	3.34835389006779	"Gm21188"
"A_51_P160673"	3.4725170799697	3.24625620861514	3.40918969160347	3.36203080640232	"Kcne1l"
"A_52_P494261"	3.49935777506184	3.37826218191356	3.42886650539746	3.37730480363269	"Tbxas1"
"A_52_P411601"	6.78713201325344	7.27859766951798	6.31511717486124	6.75392187583411	"Ep300"
"ETG02_36680"	3.66309291430694	3.35833722574084	3.88429090782608	3.2362870254297	NA
"A_52_P892061"	3.59105528283805	3.24002121873437	3.50354407099375	3.40231591833061	"AK081450"
"A_52_P124126"	3.62933470260665	3.2436497753482	3.53023701973113	3.41238218898335	"Bicd1"
"A_51_P308298"	15.7529503593872	15.7683567409346	15.7872705916624	16.2261794615426	"Myl9"
"A_52_P196097"	3.6250485147191	3.3736762576661	4.89952079168747	3.72256367631909	"Btn1a1"
"A_52_P377736"	4.85627661364632	5.70887054681151	5.78758513156409	5.23619917039005	"M60510"
"(+)E1A_r60_a97"	9.68170810217673	9.54348534244964	8.11078471660358	7.93716762734224	NA
"A_51_P207781"	3.78879878862786	3.25977229616542	3.69766313382709	3.45932144499113	"Olfr1297"
"A_51_P389751"	9.80066143927634	10.0613944835242	10.0809710472363	10.4930691062513	"Relb"
"A_52_P25008"	8.61432142347961	8.77864932889847	8.4815477956356	8.97444033150031	"Arid2"
"A_52_P925197"	11.8110419802689	10.8963681680735	10.3990140383438	10.2181623982547	"Btg2"
"A_51_P490023"	13.3056007667614	13.5372523801697	13.1690303580648	13.6798390791776	"Tubb2a"
"A_52_P453785"	6.88783930298597	7.38198174925054	8.70927581438223	7.18410892452755	"Cthrc1"
"A_52_P541752"	8.3115313836512	8.92362475991599	9.06120990154523	8.12573452158626	"Ddit4l"
"A_51_P329366"	4.96212223577958	3.27982364313573	4.78392791538639	3.51315450919587	"Srgap3"
"A_52_P27849"	4.0330940515948	4.7029047582541	3.90412667952391	4.52471283026274	"Gcfc2"
"A_52_P10458"	12.5346932960584	12.5462530485413	12.3440429979549	12.4515629834586	"Skp1a"
"A_51_P380875"	10.5114655684181	11.0570394802141	11.1374958389192	10.3223290069591	"Smc3"
"A_52_P338796"	4.10456558561101	3.28818892111201	3.95213886395937	3.5286380763515	"Trp63"
"A_51_P487162"	8.09681159444044	8.34697405894282	8.80424147833679	8.48716745660416	"Dus4l"
"A_51_P321891"	4.14096971434934	5.01387608196522	3.9896467911665	4.17921744549199	"1700034E13Rik"
"A_51_P476660"	12.1137282500947	12.3427667427341	12.2973911257226	12.0541418285372	"Afdn"
"A_51_P328416"	4.17636666126159	3.29321460320903	4.02379031905831	3.53821448314868	"9330179D12Rik"
"A_52_P692753"	9.84025129099576	9.7694979522367	9.88731746473836	9.80831928122358	"A_52_P692753"
"A_52_P84096"	13.8174014165013	13.7477466565136	13.7134702902095	13.4872763709751	"Pgd"
"A_51_P487178"	6.0862636862151	6.43517372173903	6.28999699892535	5.9133417088313	"Megf11"
"A_52_P672825"	3.2031364607236	6.21264306693187	4.66279667266102	5.40883853278704	"BC106120"
"A_52_P321791"	7.17033420793379	8.42350957663054	8.38935933629988	6.50718473483519	"Srp9"
"A_52_P996582"	3.24899991039851	3.32907396242183	3.22993140630182	3.09613389086022	"AK077928"
"A_51_P158538"	10.8384584262726	9.82507473204624	9.99085359456583	9.18336343946226	"Zfp36"
"A_51_P275697"	9.56609576723616	8.78317055237519	9.16211465979075	8.32713729021431	"Rflnb"
"A_51_P512519"	3.26285510977795	3.27553536761817	3.54472783457867	3.78800914515827	"Gm4788"
"A_52_P435154"	4.17575092757751	6.48291594813745	4.39873291977501	7.36661553241779	"Ifi205"
"A_52_P430886"	4.11061177403452	6.76244924663411	4.59406642613162	6.16349571324713	"Krt13"
"A_51_P396978"	4.48995935868171	4.92593796033674	3.26296914494927	4.30603506883823	"Kcnip4"
"A_52_P455494"	13.4687878894592	13.6060023192524	13.525869145103	13.3436573046831	"M6pr"
"A_52_P197046"	3.27787903255037	5.29798721100445	3.25015310442849	4.95984224180343	"NAP030421-1"
"A_51_P101929"	12.8003543383691	12.5665167612081	12.590878167534	12.9624438273943	"Lgals3"
"A_52_P215152"	3.26142471533814	3.74966700023328	4.15028916620419	3.63400660420341	"Klf12"
"A_52_P433011"	6.55200438259148	6.92558084577249	6.65119265210624	6.7298372165321	"Fat1"
"A_52_P252356"	3.24671916807875	3.86453319180692	4.46834349952594	4.18372604388252	"Fam122c"
"A_52_P414225"	6.00951653609514	6.67417482149551	6.21966969730817	6.09418222117756	"R3hdm1"
"A_51_P406539"	3.27892230591514	3.13264465761327	3.25582413250927	3.17482168490087	"AK047455"
"A_52_P478560"	3.27915107392822	3.1372982119978	3.25705260816976	3.18108895086324	"NAP013879-001"
"A_52_P492989"	5.26760761268164	4.89151093213941	5.89032532802948	4.19002537595779	"Ncan"
"A_52_P309211"	3.28042016098595	3.63661423890178	3.25914576538573	3.4231660431914	"Cdk14"
"A_52_P987564"	4.40222793913524	4.03977794346137	5.21539476619396	3.21542781143023	"Wdfy3"
"A_51_P346704"	6.38292619361141	5.70127596141673	6.58424371679647	6.65320038777139	"Sox10"
"A_51_P344734"	15.1700885790085	15.4266041570138	15.3570599288488	14.9526907483368	"Rps6"
"A_52_P428654"	3.29240886374439	3.16894896868578	3.26702773164884	3.23213419212611	"Zic1"
"A_51_P101004"	3.29962847294786	4.44262988287699	3.27000185128499	4.02313707485119	"Serpinb3c"
"A_52_P644674"	13.2525910046131	12.9988830288312	12.3890322652357	13.7385134769013	"Trappc6b"
"A_51_P350403"	7.99723326338039	7.83996037457416	7.13281509592606	7.78324251297891	"Exoc4"
"A_51_P102740"	3.29527431627744	3.1905448174822	4.15656804376053	3.27091337312305	"AK084873"
"A_51_P504494"	3.26275996711346	3.19461476412118	4.78349083545547	3.27838775322896	"Dll3"
"A_52_P85329"	3.36129954770762	3.19865020142767	3.30229206871628	3.28641068007223	"Teddm2"
"AT_T_3"	3.18025687092272	3.19611362191074	3.29240886374439	3.17769377447982	NA
"A_51_P419959"	10.5651951601365	10.6345583295672	10.5668054047532	10.5014911453364	"Eaf1"
"A_52_P628885"	3.40336112631969	3.21137056365218	3.34291587181164	3.31915520486737	"Baalc"
"RC5"	3.13131462754065	3.06598216866217	3.51830150984643	4.0246189417665	NA
"A_52_P92905"	6.10434232154289	5.63290136440404	5.30782065906978	5.84598343100032	"Cd99l2"
"A_51_P192311"	3.46460704264035	3.22311845523433	3.39382335975042	3.35441344087844	"RP24-250L13.2"
"A_51_P479696"	10.8464049704406	10.7553297189295	10.9052491601295	11.2279280022612	"Cds1"
"A_52_P811497"	3.5121828526651	4.02239153961794	3.43538223484055	3.38773846943119	"AK044923"
"A_52_P256914"	5.07309452683096	4.25801532570442	4.73578155747855	4.14901001886613	"Cyp2b9"
"A_52_P454127"	3.57497231324254	3.23802293832501	3.48395365685843	3.39766155986889	"Mtl5"
"A_52_P1012592"	3.61543324788831	3.24187994863312	3.51435673430529	3.40641102074367	"AK079518"
"A_51_P113475"	5.12837909148149	5.05069138152565	4.16983753540412	4.51117166429565	"Pctp"
"A_51_P425749"	10.1296349529616	9.58368186939317	9.2162031694446	9.74151046884406	"Cdc37"
"A_52_P1036159"	3.70812456517907	3.95958095133805	3.62050585772998	3.81973845186409	"Gm38103"
"ETG10_13482"	4.14313430096372	3.40194417905597	4.15939750213609	3.62880369671381	NA
"A_52_P501882"	3.77480160505593	3.25784573611651	3.68291567207221	3.45387116407593	"Med12l"
"A_52_P308507"	7.51532591107395	7.56353588060516	7.56520625336967	7.63688576820731	"Chd6"
"A_52_P642005"	4.68911993089142	4.15899243757096	3.75776419809674	3.97622357569273	"Camta1"
"A_52_P403473"	7.7557178147033	8.0086588746322	7.88633263538405	7.78224931972226	"NAP014233-001"
"A_52_P266940"	4.6817848805769	3.26970446451264	5.27520627991324	3.48848962275169	"TC1657580"
"A_51_P109692"	3.92524892705142	3.27262929980156	3.81444338115729	3.49599793054254	"Olfr33"
"A_51_P410581"	6.57483485820681	4.96567405855027	5.95114597640944	6.48236130744344	"Hdgfrp3"
"A_52_P381799"	4.93453902877717	4.37523809241916	5.57511775949043	3.79353214648985	"Neto2"
"ETG04_27747"	3.37497461985827	3.81444338115729	3.39613625817973	3.92887730925292	NA
"A_51_P300444"	4.05175754478124	3.28330705179391	3.91227048489414	3.51898770411857	"AK086626"
"A_51_P157042"	12.1732736249023	11.5801163876564	12.1309935122439	11.7587407054096	"Ctgf"
"A_51_P258829"	4.6996113179098	5.18461097332791	5.36952432639609	4.46731355818404	"Tmod4"
"A_51_P510418"	7.98591165135148	8.36578361686827	8.3347726105171	8.67463648625158	"Aldh1b1"
"A_51_P382618"	6.85132002880025	6.35930932844192	6.22505188747184	6.60507119054975	"Casp3"
"A_52_P310225"	10.1694493471354	9.51433987130591	8.7397679544981	9.06461088211696	"Dnaja1"
"A_52_P731229"	4.16574495440054	3.29263997539217	4.01411420617072	3.53629285270518	"AK054384"
"A_51_P271208"	8.11305463879349	7.64160382821178	7.84519724822895	8.14783835035579	"Agtrap"
"A_51_P335169"	4.19707940689473	3.29397162903171	4.0465029778326	3.53889091034359	"Hoxa3"
"A_51_P137336"	13.8079439659998	13.9964870602775	13.9738156654973	13.3656903230043	"Cdh1"
"A_51_P271529"	8.51650846687652	7.88771717053649	7.64178949223175	7.99525568771421	"Prima1"
"A_51_P278843"	5.74344219326872	7.16261665357913	6.13842264160629	6.66008184524769	"Dscaml1"
"A_52_P387237"	13.4257558292383	13.4633790874849	13.2887445831147	13.5957653545241	"Dhrs3"
"A_51_P346923"	5.64801467422252	6.03539726125156	5.7606841582064	6.17382397145336	"P3h1"
"A_52_P225158"	3.24679850461642	5.48058148486609	3.22511116728354	4.13118947361394	"NAP113251-1"
"A_52_P841474"	6.81832918040097	6.00893860165745	6.81832918040097	6.55706807895	"AV264460"
"A_52_P329367"	5.51623794988592	5.9826529330008	5.9927709794977	4.7232595617034	"Chka"
"A_52_P238556"	14.92384775218	14.5892714161362	14.625997652773	15.1317051349247	"Ubc"
"A_51_P306287"	4.26729158291218	3.92997224619697	5.10871680329414	5.70389098008047	"Slc30a2"
"A_52_P489131"	7.88827384010356	8.45221148003344	8.8738809307354	7.3644752572092	"7030407O06Rik"
"A_52_P237077"	4.20140219396709	3.87018141415031	4.18314366294201	3.54319366531558	"Esr1"
"A_52_P585350"	3.27784177211145	3.09862437196385	3.24679850461642	3.12581126365712	"Etf1"
"A_52_P298854"	5.30911457288149	6.00778545694197	5.18509604349437	6.13220136615221	"Rrp1b"
"A_52_P131836"	11.3119849611468	11.1046790102523	11.548672623211	11.0475285054266	"Bysl"
"A_51_P163942"	3.52268932901007	3.22096522773196	3.28042016098595	3.45649837430968	"Nos2"
"A_51_P110381"	4.7766010793566	6.7905549071256	4.35479911042991	6.18135841953425	"Cd207"
"A_51_P516125"	15.5122208746753	14.8823428807777	14.0704664788836	14.7235035009764	"BC013561"
"A_52_P923705"	3.28262013061638	3.12586691950651	3.25215751439703	3.16457833682692	"Gm43845"
"A_52_P482360"	11.3548149419929	11.1224400970702	11.1941395455581	11.3787047897016	"Syn1"
"A_51_P219849"	7.96667905513634	7.55874040508838	7.27393287012758	7.53426163421174	"Alg13"
"A_51_P483438"	9.65714138474872	9.30958418245491	8.29235695193729	9.26689637806789	"Sema3e"
"A_52_P59335"	3.22160510046786	5.85264741701134	5.17481146046174	5.80452601380202	"Ankef1"
"A_51_P199567"	10.7677977481853	11.0062094729131	11.1517476933886	11.1854730884938	"Med26"
"A_52_P6505"	8.70456491654358	8.91638094926058	8.90999595835554	8.84311054395865	"Slc39a13"
"A_51_P204730"	13.1498258559939	13.1253132484541	12.7170458022545	13.1512438850219	"Cep19"
"A_51_P131084"	14.4359658008568	14.3632244739864	13.8930745748802	14.8019631822256	"Etfa"
"A_52_P494982"	7.45998953043394	7.35231891340251	7.56432729071635	7.70988715446963	"Dhx40"
"A_51_P110317"	3.31052684445876	3.94230570997297	3.27012441153975	3.97992660299101	"1110019B22Rik"
"A_52_P222113"	3.32347297091179	3.18433735037224	3.27467155954247	3.25613420909543	"Gm20738"
"A_52_P593361"	6.29374140184241	5.59075679517394	5.50440373354902	6.20048556986733	"Ash1l"
"A_51_P429284"	8.2602268267374	8.26436061059333	8.24468932653919	8.28216860233557	"Tbc1d25"
"A_52_P316644"	11.5358947567279	11.6316329426136	11.0987988045503	11.4753344564411	"Bet1"
"A_52_P514391"	12.615462048413	12.8719648034139	12.9506437846791	12.3996088491273	"Ccnd2"
"A_52_P272119"	6.11132396486879	6.36491244980273	6.73835573857176	6.65195194622335	"Rab42"
"A_52_P191412"	6.39077149417357	5.90792265500743	6.65514435472048	6.84628018051626	"Negr1"
"A_52_P483217"	3.38552184128924	3.21325383406601	4.22797379328556	3.32441578801174	"Edem2"
"A_51_P482600"	8.28286741619277	8.95063039913248	9.17359769220736	8.92015944091728	"Gm9828"
"A_52_P416147"	8.7921061124779	8.90007642925329	9.05743368705267	8.8256011057921	"Rad23b"
"A_52_P80440"	3.47787869509035	4.25711134679619	3.40085211872101	3.37347752060138	"Aqp9"
"A_51_P155361"	12.8337182878818	13.0789997260888	13.3408683519554	13.1538202638176	"Hmbs"
"A_51_P120851"	6.07299852414505	5.68651971630032	5.90576262848768	6.07320852172365	"Zfp715"
"A_51_P201520"	10.9275365052333	11.0527651852802	11.2836884344999	11.134869393158	"Cnot2"
"A_52_P35720"	6.26963669976587	3.24019799304314	5.80526659160316	3.40085211872101	"Ormdl1"
"A_52_P99470"	7.0253020986097	6.94853923497032	7.82078001332429	6.54476460472193	"Inip"
"A_52_P1045316"	3.67135435167004	3.4136536180749	3.55342655366187	3.42385663265289	"Gm38423"
"A_52_P561736"	12.1286393766569	11.5771389380638	11.4949997967979	11.6199641919462	"Smt3h2-ps"
"RC1"	4.08254030255425	3.07106832536085	3.16740024526242	3.09865983252191	NA
"A_51_P310594"	9.6172363492611	8.2555227675976	8.09766201581531	9.33083051544616	"Aldh3a1"
"A_51_P473438"	7.84671362730804	8.53526293283633	8.66525418584069	8.04885438064719	"D730045B01Rik"
"A_51_P268439"	10.1134120532006	10.7914807837845	10.5978411996729	10.2883649071953	"Mcam"
"A_51_P444920"	4.17739844209529	3.07556285813559	3.42651067298481	3.13503121759179	"Olfr22-ps1"
"A_51_P223709"	7.61450685883726	8.66539428119191	8.89420183444227	7.84856911219153	"Pask"
"A_51_P355957"	3.88911628038763	5.44087356834299	4.51600521583011	5.58418263353054	"Gdpd2"
"A_51_P401096"	3.9334701447338	4.57969336511999	4.16063769861281	3.96400768374252	"Foxp3"
"A_51_P100624"	3.97568601030923	3.59750411971409	3.84962985923635	3.51017268213013	"Krtap9-3"
"A_51_P359432"	3.97540718957938	3.58954697661454	4.75768335253691	3.51435673430529	"Gm19939"
"A_51_P302942"	4.30668439814868	5.21312998616401	4.86326549821394	6.0796733085499	"Rasl10a"
"A_51_P261001"	10.1723474956099	10.4579671754403	10.0752845931555	10.4777380321499	"Mtf2"
"A_52_P87997"	9.84954553206908	10.0180297443081	9.99040896160701	8.04978770999009	"Gsdmc2"
"A_52_P3544"	4.10488293518623	3.2881254159459	3.94835190505878	3.52699634042957	"3110068a07rik"
"A_51_P314273"	9.29695588618133	9.34194734287619	9.51513442558234	9.41133757878151	"Parp1"
"A_52_P201106"	5.28262606077779	5.75508278710789	6.75226592891855	5.35695430598172	"Ccdc171"
"A_51_P222741"	4.15749620994078	3.29186151689294	4.00383548650127	3.53476173242445	"H2-Ea-ps"
"A_51_P270519"	6.71794684307159	6.82528662609905	7.08551415266467	5.98892458587452	"Apitd1"
"A_51_P100519"	4.19032971014031	4.49841220415749	4.03609277539865	4.39926886557349	"4930542C16Rik"
"A_52_P572808"	9.66493801073237	10.0150118080751	9.80708773305982	10.1479343574456	"Agpat9"
"A_52_P425971"	4.22130541782732	4.20424246577204	4.07273371219663	3.54439676064198	"1700067K01Rik"
"A_52_P179729"	12.0024187825177	11.8746424319962	11.8303482297251	12.2784109800317	"Txnl4a"
"A_51_P101975"	5.50273296165355	6.42094882858381	5.71531764616841	6.05279028479733	"Fgf8"
"A_52_P311491"	12.0715835317844	12.4300297434787	12.3402513914086	11.4687338444277	"Ibtk"
"A_52_P380195"	4.31387489802937	3.226133472831	3.40371559734995	3.1428493665383	"Arl4c"
"A_52_P62833"	6.52714424858789	6.08047603604769	6.95125323764087	6.57483485820681	"Foxred2"
"A_52_P504342"	10.7722857032346	10.3332182571531	10.1932225598913	10.8590680479639	"Coa7"
"A_51_P375771"	5.52098954987628	3.34352508092246	4.78960145819431	3.18181330458605	"Ptchd1"
"A_52_P638100"	3.26315774347347	4.4667372265535	3.23448806156365	4.2763606156143	"AB070552"
"A_51_P516012"	4.73524037204641	3.4367859857788	4.83419834884521	5.00099930623788	"Ntrk2"
"A_52_P763049"	3.27002121874863	3.08924067323958	3.24053041207462	3.11135162525763	"AK047060"
"A_51_P345577"	4.05267300780508	4.76768479713759	4.79549397544306	5.23582555257447	"AK089219"
"A_51_P260513"	12.3250147503017	12.1790548798663	12.1971284420824	12.0108284321236	"Polr1d"
"A_52_P676623"	5.90016998100038	5.95930619992215	5.27999141155988	5.99945330661881	"Zfp518a"
"A_52_P254607"	9.13404197819797	9.1868820071684	9.52984690387641	9.09779196482655	"Stk19"
"A_52_P574697"	12.914788824716	13.0346468544115	13.0248080989398	12.9848928554941	"Khdrbs1"
"A_52_P210847"	3.28566720650625	3.11448967380586	3.24905761210373	3.14855618115789	"Tbx22"
"A_51_P461877"	5.97724585946486	5.62948893392078	6.28599868693491	6.35737099661427	"Thbs2"
"A_51_P408131"	4.65271965919043	3.12392993261975	4.68564754425654	3.16139260796738	"Fancf"
